user_id,date,calories_expenditure,total_steps,total_intensity,average_intensity,average_metabolicEquivalent,sleep_mins,drowsy_mins,awake_mins,totalBed_time
2026352035,2016-04-01,1411,2605,166,0.145614210526316,1.26,514,1,29,544
2026352035,2016-04-02,1242,1229,69,0.127777666666667,1.11,528,8,39,575
2026352035,2016-04-03,1334,2308,115,0.100877263157895,1.19,534,11,60,605
2026352035,2016-04-04,1585,6679,263,0.243518555555556,1.42,493,4,36,533
2026352035,2016-04-05,1540,5645,248,0.229629666666667,1.38,531,7,33,571
2026352035,2016-04-06,1423,3180,185,0.162280789473684,1.27,465,4,48,517
2026352035,2016-04-07,1393,2767,170,0.149122789473684,1.25,540,8,49,597
2026352035,2016-04-08,1427,3762,173,0.14416665,1.28,521,4,23,548
2026352035,2016-04-09,1416,3098,185,0.181372470588235,1.27,490,5,60,555
2026352035,2016-04-10,1517,5142,230,0.19166675,1.36,504,0,52,556
2026352035,2016-04-11,1409,3279,164,0.151851888888889,1.26,703,2,69,774
2026352035,2016-04-12,2018,5371,263,0.199242409090909,1.31,845,5,46,896
2026352035,2016-04-13,1523,4993,238,0.19833345,1.36,511,4,24,539
2026352035,2016-04-14,1435,3305,197,0.193137117647059,1.28,560,5,25,590
2026352035,2016-04-15,1445,3821,188,0.149206285714286,1.29,517,7,41,565
2026352035,2016-04-16,1375,2547,150,0.119047571428571,1.23,500,5,57,562
2026352035,2016-04-17,1221,838,60,0.125,1.09,309,0,18,327
2026352035,2016-04-18,1424,3325,182,0.168518333333333,1.27,169,4,23,196
2026352035,2016-04-19,1357,2424,141,0.130555611111111,1.21,469,4,41,514
2026352035,2016-04-20,1668,7222,327,0.259523904761905,1.49,443,0,47,490
2026352035,2016-04-21,1371,2467,153,0.13421052631579,1.23,510,0,28,538
2026352035,2016-04-22,1403,2915,162,0.158823588235294,1.25,534,6,26,566
2026352035,2016-04-23,1917,12357,432,0.400000111111111,1.72,513,4,33,550
2026352035,2016-04-24,1403,3490,164,0.151851833333333,1.26,549,5,18,572
2026352035,2016-04-25,1582,6017,260,0.393939454545455,1.41,352,0,7,359
2026352035,2016-04-26,1599,5933,288,0.266666555555556,1.43,113,0,21,134
2026352035,2016-04-27,1593,6088,286,0.226984238095238,1.43,532,5,31,568
2026352035,2016-04-28,1651,6375,331,0.27583345,1.48,462,4,17,483
2026352035,2016-04-29,1696,7604,352,0.308771947368421,1.52,557,5,34,596
2026352035,2016-04-30,1508,4729,233,0.258888933333333,1.35,592,4,17,613
2026352035,2016-05-01,1449,3609,191,0.176851888888889,1.3,503,4,26,533
2026352035,2016-05-02,1695,7018,355,0.328703722222222,1.51,363,0,6,369
2026352035,2016-05-03,1608,5992,304,0.3166666875,1.44,143,1,11,155
2026352035,2016-05-04,1660,6564,345,0.28750005,1.49,541,0,23,564
2026352035,2016-05-05,1928,12167,475,0.416666631578947,1.73,464,1,21,486
2026352035,2016-05-06,1739,8198,383,0.354629611111111,1.56,534,1,11,546
2026352035,2016-05-07,1493,4193,229,0.212036944444444,1.34,521,3,21,545
2026352035,2016-05-08,1559,5528,258,0.238888888888889,1.39,546,2,24,572
2026352035,2016-05-09,1867,10652,401,0.371296333333333,1.67,478,4,14,496
2026352035,2016-05-10,1150,254,17,0.0566666,1.02,389,2,30,421
2026352035,2016-05-11,1699,8580,330,0.2750001,1.52,512,4,25,541
2026352035,2016-05-12,1297,8449,320,0.444444416666667,1.74,321,0,9,330
2320127002,2016-03-12,1553,2680,118,0.218518444444444,1.18,,,,
2320127002,2016-03-13,1320,,,,1.0,,,,
2320127002,2016-03-14,1320,,,,1.0,,,,
2320127002,2016-03-15,1320,,,,1.0,,,,
2320127002,2016-03-16,1320,,,,1.0,,,,
2320127002,2016-03-17,1322,,,,1.0,,,,
2320127002,2016-03-18,1320,,,,1.0,,,,
2320127002,2016-03-19,1320,,,,1.0,,,,
2320127002,2016-03-20,1320,,,,1.0,,,,
2320127002,2016-03-21,1320,,,,1.0,,,,
2320127002,2016-03-22,1814,6542,218,0.330303090909091,1.37,,,,
2320127002,2016-03-23,1792,4999,249,0.345833166666667,1.36,,,,
2320127002,2016-03-24,1618,2906,157,0.237878727272727,1.22,,,,
2320127002,2016-03-25,1351,302,14,0.1166665,1.02,,,,
2320127002,2016-03-26,1320,,,,1.0,,,,
2320127002,2016-03-27,1320,,,,1.0,,,,
2320127002,2016-03-28,1321,,,,1.0,,,,
2320127002,2016-03-29,1320,,,,1.0,,,,
2320127002,2016-03-30,1320,,,,1.0,,,,
2320127002,2016-03-31,1320,,,,1.0,,,,
2320127002,2016-04-01,1320,,,,1.0,,,,
2320127002,2016-04-02,1320,,,,1.0,,,,
2320127002,2016-04-03,1320,,,,1.0,,,,
2320127002,2016-04-04,1320,,,,1.0,,,,
2320127002,2016-04-05,1706,4931,175,0.2916668,1.29,,,,
2320127002,2016-04-06,1951,6999,320,0.296296333333333,1.47,,,,
2320127002,2016-04-07,1505,1846,93,0.19375,1.14,,,,
2320127002,2016-04-08,1623,3417,153,0.318749875,1.23,,,,
2320127002,2016-04-09,1770,4863,233,0.258888933333333,1.34,,,,
2320127002,2016-04-10,1527,2277,103,0.286111166666667,1.15,,,,
2320127002,2016-04-11,2206,11230,424,0.4416665625,1.67,,,,
2320127002,2016-04-12,2859,12317,423,0.335714285714286,1.6,,,,
2320127002,2016-04-13,2003,7275,335,0.232638875,1.51,,,,
2320127002,2016-04-14,1695,3973,191,0.227381142857143,1.28,,,,
2320127002,2016-04-15,1800,5205,245,0.272222133333333,1.36,,,,
2320127002,2016-04-16,1722,5044,195,0.270833416666667,1.3,,,,
2320127002,2016-04-17,1850,6198,249,0.2593750625,1.4,,,,
2320127002,2016-04-18,1903,6538,274,0.253703888888889,1.44,,,,
2320127002,2016-04-19,1808,5997,250,0.347222166666667,1.37,,,,
2320127002,2016-04-20,1920,7162,305,0.391025615384615,1.45,,,,
2320127002,2016-04-21,1608,3404,150,0.277777777777778,1.22,,,,
2320127002,2016-04-22,1848,5583,266,0.260784294117647,1.4,,,,
2320127002,2016-04-23,1801,5079,242,0.25208325,1.36,61,4,4,69
2320127002,2016-04-24,1725,4159,204,0.28333325,1.3,,,,
2320127002,2016-04-25,1653,3588,171,0.259091,1.25,,,,
2320127002,2016-04-26,1629,3409,147,0.245,1.23,,,,
2320127002,2016-04-27,1479,1715,82,0.227778,1.12,,,,
2320127002,2016-04-28,1469,1532,76,0.2533332,1.11,,,,
2320127002,2016-04-29,1407,924,45,0.25,1.06,,,,
2320127002,2016-04-30,1776,4558,234,0.26,1.34,,,,
2320127002,2016-05-01,1400,772,40,0.222222333333333,1.06,,,,
2320127002,2016-05-02,1609,3634,150,0.312500125,1.22,,,,
2320127002,2016-05-03,1876,7443,286,0.433333545454545,1.42,,,,
2320127002,2016-05-04,1422,1201,52,0.288889,1.08,,,,
2320127002,2016-05-05,1779,5202,245,0.291666642857143,1.34,,,,
2320127002,2016-05-06,1738,4878,204,0.283333333333333,1.32,,,,
2320127002,2016-05-07,1973,7379,319,0.312745176470588,1.49,,,,
2320127002,2016-05-08,1820,5153,247,0.2744444,1.38,,,,
2320127002,2016-05-09,1627,3090,145,0.219697090909091,1.23,,,,
2320127002,2016-05-10,1899,6227,290,0.30208325,1.43,,,,
2320127002,2016-05-11,1904,6424,300,0.333333266666667,1.44,,,,
2320127002,2016-05-12,1063,2564,124,0.3444445,1.29,,,,
2347167796,2016-03-12,2515,13356,455,0.421296222222222,1.86,474,8,17,499
2347167796,2016-03-13,2528,15984,539,0.499074,1.85,577,6,37,620
2347167796,2016-03-14,2141,10372,375,0.328947315789474,1.58,432,6,30,468
2347167796,2016-03-15,2114,10530,365,0.320175421052632,1.56,501,7,57,565
2347167796,2016-03-16,2087,10016,358,0.331481611111111,1.54,446,7,22,475
2347167796,2016-03-17,2103,10091,349,0.342156823529412,1.55,383,3,27,413
2347167796,2016-03-18,2003,10331,307,0.269298105263158,1.47,435,45,56,536
2347167796,2016-03-19,2058,10299,343,0.336274529411765,1.52,250,3,8,261
2347167796,2016-03-20,2317,14253,435,0.381578947368421,1.71,529,10,46,585
2347167796,2016-03-21,2148,10060,361,0.316666789473684,1.58,452,6,26,484
2347167796,2016-03-22,2159,10072,349,0.306140315789474,1.59,488,7,28,523
2347167796,2016-03-23,2060,10083,308,0.270175473684211,1.52,449,8,36,493
2347167796,2016-03-24,2116,10635,367,0.321929736842105,1.56,435,7,49,491
2347167796,2016-03-25,1914,7272,259,0.205555523809524,1.41,313,0,37,350
2347167796,2016-03-26,2339,12806,444,0.493333266666667,1.73,,,,
2347167796,2016-03-27,2189,6613,372,0.413333333333333,1.62,107,2,35,144
2347167796,2016-03-28,1872,6288,229,0.2385416875,1.38,516,5,39,560
2347167796,2016-03-29,2044,10272,330,0.289473736842105,1.51,422,5,45,472
2347167796,2016-03-30,2186,10533,388,0.359259277777778,1.61,472,7,35,514
2347167796,2016-03-31,1928,6760,250,0.245098117647059,1.42,517,6,54,577
2347167796,2016-04-01,1937,8328,278,0.257407388888889,1.43,374,2,15,391
2347167796,2016-04-02,2441,15459,512,0.449122736842105,1.8,417,10,36,463
2347167796,2016-04-03,2038,7485,324,0.317646941176471,1.5,579,15,31,625
2347167796,2016-04-04,2100,10254,344,0.3185185,1.55,472,6,47,525
2347167796,2016-04-05,2096,10111,341,0.2841667,1.55,395,9,44,448
2347167796,2016-04-06,2058,11107,330,0.3055555,1.52,372,5,48,425
2347167796,2016-04-07,2336,10320,424,0.441666625,1.73,70,4,2,76
2347167796,2016-04-08,2106,10209,334,0.309259222222222,1.55,380,0,25,405
2347167796,2016-04-09,2487,16081,513,0.502941294117647,1.84,18,1,2,21
2347167796,2016-04-10,2168,10078,345,0.319444444444444,1.6,601,10,48,659
2347167796,2016-04-11,2009,10001,315,0.291666611111111,1.48,353,3,43,399
2347167796,2016-04-12,2734,10113,430,0.44791675,1.73,107,2,6,115
2347167796,2016-04-13,2039,10352,316,0.309803823529412,1.51,441,2,75,518
2347167796,2016-04-14,2012,10129,305,0.282407388888889,1.48,450,3,27,480
2347167796,2016-04-15,2136,10465,335,0.310185222222222,1.58,366,3,42,411
2347167796,2016-04-16,2667,22244,610,0.782051307692308,1.97,62,0,4,66
2347167796,2016-04-17,1884,5472,266,0.27708325,1.39,627,5,43,675
2347167796,2016-04-18,1947,8247,271,0.250925888888889,1.44,460,6,63,529
2347167796,2016-04-19,2344,6711,396,0.388235294117647,1.73,372,3,28,403
2347167796,2016-04-20,2195,10999,388,0.4041665625,1.62,98,0,8,106
2347167796,2016-04-21,2051,10080,329,0.28859647368421,1.51,400,4,18,422
2347167796,2016-04-22,1947,7804,287,0.265740722222222,1.44,367,3,47,417
2347167796,2016-04-23,2628,16901,526,0.461403421052632,1.94,407,0,15,422
2347167796,2016-04-24,2187,9471,360,0.3749999375,1.61,482,0,14,496
2347167796,2016-04-25,2093,9482,344,0.301754368421053,1.55,433,3,48,484
2347167796,2016-04-26,1861,5980,227,0.222549,1.37,431,3,46,480
2347167796,2016-04-27,2195,11423,391,0.362037,1.62,432,6,49,487
2347167796,2016-04-28,1856,5439,229,0.200877210526316,1.37,414,1,32,447
2347167796,2016-04-29,345,25,2,0.016667,1.02,353,2,57,412
2347167796,2016-04-30,,,,,,,,,
2347167796,2016-05-01,,,,,,,,,
2347167796,2016-05-02,,,,,,,,,
2347167796,2016-05-03,,,,,,,,,
2347167796,2016-05-04,,,,,,,,,
2347167796,2016-05-05,,,,,,,,,
2347167796,2016-05-06,,,,,,,,,
2347167796,2016-05-07,,,,,,,,,
2347167796,2016-05-08,,,,,,,,,
2347167796,2016-05-09,,,,,,,,,
2347167796,2016-05-10,,,,,,,,,
2347167796,2016-05-11,,,,,,,,,
2347167796,2016-05-12,,,,,,,,,
2873212765,2016-03-12,2019,12315,390,0.499999923076923,1.59,,,,
2873212765,2016-03-13,2296,14526,503,0.598809571428571,1.81,,,,
2873212765,2016-03-14,2002,8629,400,0.41666675,1.58,,,,
2873212765,2016-03-15,1866,8395,321,0.411538384615385,1.47,,,,
2873212765,2016-03-16,1978,7689,421,0.412745058823529,1.56,,,,
2873212765,2016-03-17,2227,11953,466,0.517777733333333,1.76,,,,
2873212765,2016-03-18,2433,13478,582,0.538888833333333,1.92,,,,
2873212765,2016-03-19,1926,8022,388,0.380392117647059,1.52,,,,
2873212765,2016-03-20,1811,6737,306,0.364285857142857,1.43,,,,
2873212765,2016-03-21,1981,8895,378,0.39375,1.56,,,,
2873212765,2016-03-22,1849,6519,330,0.305555555555556,1.46,,,,
2873212765,2016-03-23,2241,10970,555,0.513888888888889,1.77,,,,
2873212765,2016-03-24,1989,9716,381,0.396875,1.58,,,,
2873212765,2016-03-25,1533,2002,172,0.150877315789474,1.22,,,,
2873212765,2016-03-26,1772,7660,255,0.265624875,1.41,,,,
2873212765,2016-03-27,1254,,3,0.016667,1.0,,,,
2873212765,2016-03-28,1807,9062,269,0.344871769230769,1.44,,,,
2873212765,2016-03-29,1987,9945,377,0.3927084375,1.58,,,,
2873212765,2016-03-30,1819,9643,299,0.3322222,1.45,,,,
2873212765,2016-03-31,2022,13919,371,0.3864584375,1.61,,,,
2873212765,2016-04-01,1329,890,41,0.08541675,1.06,,,,
2873212765,2016-04-02,1555,2214,197,0.193137294117647,1.24,,,,
2873212765,2016-04-03,1842,7640,354,0.393333333333333,1.47,,,,
2873212765,2016-04-04,2044,9713,421,0.4385416875,1.62,,,,
2873212765,2016-04-05,1949,8432,374,0.366666705882353,1.55,,,,
2873212765,2016-04-06,1907,7350,382,0.374509882352941,1.52,,,,
2873212765,2016-04-07,2038,9353,412,0.42916675,1.61,,,,
2873212765,2016-04-08,1947,7157,380,0.351851888888889,1.54,,,,
2873212765,2016-04-09,2260,14103,442,0.433333470588235,1.79,,,,
2873212765,2016-04-10,1727,5290,270,0.3214285,1.36,,,,
2873212765,2016-04-11,1704,7471,355,0.3944444,1.62,,,,
2873212765,2016-04-12,1985,8796,404,0.396078529411765,1.57,,,,
2873212765,2016-04-13,2007,7618,420,0.368420947368421,1.58,,,,
2873212765,2016-04-14,1895,7910,331,0.34479175,1.5,,,,
2873212765,2016-04-15,2066,8482,448,0.439215705882353,1.63,,,,
2873212765,2016-04-16,2150,9677,448,0.439215764705882,1.7,,,,
2873212765,2016-04-17,1533,2524,176,0.225641153846154,1.21,,,,
2873212765,2016-04-18,1893,7762,326,0.3395833125,1.49,,,,
2873212765,2016-04-19,1957,7948,389,0.360185166666667,1.55,,,,
2873212765,2016-04-20,2106,9202,454,0.420370333333333,1.66,,,,
2873212765,2016-04-21,1967,8859,397,0.4135415625,1.56,,,,
2873212765,2016-04-22,1950,7286,389,0.341228210526316,1.55,,,,
2873212765,2016-04-23,2016,9317,424,0.4416666875,1.6,,,,
2873212765,2016-04-24,1890,6873,330,0.3666666,1.51,,,,
2873212765,2016-04-25,1904,7373,359,0.373958375,1.51,,,,
2873212765,2016-04-26,1877,8242,325,0.318627529411765,1.5,,,,
2873212765,2016-04-27,1963,3516,335,0.372222266666667,1.56,,,,
2873212765,2016-04-28,1831,7913,311,0.3239583125,1.46,,,,
2873212765,2016-04-29,1778,7365,312,0.325,1.41,,,,
2873212765,2016-04-30,1825,8452,303,0.336666533333333,1.45,,,,
2873212765,2016-05-01,1736,7399,253,0.301190428571429,1.38,,,,
2873212765,2016-05-02,1877,7525,348,0.341176470588235,1.49,,,,
2873212765,2016-05-03,1904,7412,378,0.370588294117647,1.51,,,,
2873212765,2016-05-04,2013,8278,420,0.388888833333333,1.6,,,,
2873212765,2016-05-05,1967,8314,396,0.4124999375,1.57,,,,
2873212765,2016-05-06,1909,7063,380,0.333333263157895,1.52,,,,
2873212765,2016-05-07,1890,4940,299,0.8305555,1.51,,,,
2873212765,2016-05-08,2094,8168,464,0.515555666666667,1.66,,,,
2873212765,2016-05-09,1906,7726,345,0.338235294117647,1.51,,,,
2873212765,2016-05-10,1960,8275,373,0.365686176470588,1.56,,,,
2873212765,2016-05-11,1815,6440,319,0.312745117647059,1.44,,,,
2873212765,2016-05-12,1395,7475,259,0.4316665,1.65,,,,
2891001357,2016-03-12,,,,,,,,,
2891001357,2016-03-13,,,,,,,,,
2891001357,2016-03-14,,,,,,,,,
2891001357,2016-03-15,,,,,,,,,
2891001357,2016-03-16,,,,,,,,,
2891001357,2016-03-17,,,,,,,,,
2891001357,2016-03-18,,,,,,,,,
2891001357,2016-03-19,,,,,,,,,
2891001357,2016-03-20,,,,,,,,,
2891001357,2016-03-21,,,,,,,,,
2891001357,2016-03-22,,,,,,,,,
2891001357,2016-03-23,,,,,,,,,
2891001357,2016-03-24,,,,,,,,,
2891001357,2016-03-25,,,,,,,,,
2891001357,2016-03-26,,,,,,,,,
2891001357,2016-03-27,,,,,,,,,
2891001357,2016-03-28,,,,,,,,,
2891001357,2016-03-29,,,,,,,,,
2891001357,2016-03-30,,,,,,,,,
2891001357,2016-03-31,,,,,,,,,
2891001357,2016-04-01,,,,,,,,,
2891001357,2016-04-02,,,,,,,,,
2891001357,2016-04-03,,,,,,,,,
2891001357,2016-04-04,,,,,,,,,
2891001357,2016-04-05,1120,360,120,1.0,1.17,,,,
2891001357,2016-04-06,,,,,,,,,
2891001357,2016-04-07,,,,,,,,,
2891001357,2016-04-08,,,,,,,,,
2891001357,2016-04-09,,,,,,,,,
2891001357,2016-04-10,,,,,,,,,
2891001357,2016-04-11,,,,,,,,,
2891001357,2016-04-12,,,,,,,,,
2891001357,2016-04-13,,,,,,,,,
2891001357,2016-04-14,,,,,,,,,
2891001357,2016-04-15,,,,,,,,,
2891001357,2016-04-16,,,,,,,,,
2891001357,2016-04-17,,,,,,,,,
2891001357,2016-04-18,,,,,,,,,
2891001357,2016-04-19,,,,,,,,,
2891001357,2016-04-20,,,,,,,,,
2891001357,2016-04-21,,,,,,,,,
2891001357,2016-04-22,,,,,,,,,
2891001357,2016-04-23,,,,,,,,,
2891001357,2016-04-24,,,,,,,,,
2891001357,2016-04-25,,,,,,,,,
2891001357,2016-04-26,,,,,,,,,
2891001357,2016-04-27,,,,,,,,,
2891001357,2016-04-28,,,,,,,,,
2891001357,2016-04-29,,,,,,,,,
2891001357,2016-04-30,,,,,,,,,
2891001357,2016-05-01,,,,,,,,,
2891001357,2016-05-02,,,,,,,,,
2891001357,2016-05-03,,,,,,,,,
2891001357,2016-05-04,,,,,,,,,
2891001357,2016-05-05,,,,,,,,,
2891001357,2016-05-06,,,,,,,,,
2891001357,2016-05-07,,,,,,,,,
2891001357,2016-05-08,,,,,,,,,
2891001357,2016-05-09,,,,,,,,,
2891001357,2016-05-10,,,,,,,,,
2891001357,2016-05-11,,,,,,,,,
2891001357,2016-05-12,,,,,,,,,
3372868164,2016-03-12,1900,6789,343,0.2858333,1.41,,,,
3372868164,2016-03-13,2002,7761,371,0.294444333333333,1.49,,,,
3372868164,2016-03-14,1993,6444,390,0.309523761904762,1.48,,,,
3372868164,2016-03-15,1790,5229,279,0.244737,1.33,,,,
3372868164,2016-03-16,1998,7576,357,0.283333285714286,1.48,,,,
3372868164,2016-03-17,1793,4504,270,0.249999944444444,1.33,,,,
3372868164,2016-03-18,1887,6652,321,0.26749995,1.4,,,,
3372868164,2016-03-19,1812,4606,294,0.288235294117647,1.35,,,,
3372868164,2016-03-20,2034,7937,392,0.32666665,1.51,,,,
3372868164,2016-03-21,2015,6886,377,0.349074111111111,1.5,,,,
3372868164,2016-03-22,1779,4042,269,0.235964947368421,1.32,,,,
3372868164,2016-03-23,1861,4905,295,0.24583345,1.38,,,,
3372868164,2016-03-24,1940,6330,341,0.2841667,1.44,,,,
3372868164,2016-03-25,1900,5196,322,0.282456105263158,1.41,,,,
3372868164,2016-03-26,1840,5700,294,0.3062499375,1.37,,,,
3372868164,2016-03-27,2074,8635,400,0.370370444444444,1.54,,,,
3372868164,2016-03-28,1841,5341,313,0.2608333,1.37,,,,
3372868164,2016-03-29,2005,8609,334,0.29298252631579,1.49,,,,
3372868164,2016-03-30,1872,5520,300,0.25,1.39,,,,
3372868164,2016-03-31,2076,8218,418,0.331746,1.54,,,,
3372868164,2016-04-01,1852,5785,311,0.272806947368421,1.38,,,,
3372868164,2016-04-02,2068,7625,415,0.406862823529412,1.54,,,,
3372868164,2016-04-03,1815,4706,299,0.262280736842105,1.35,,,,
3372868164,2016-04-04,1878,5861,307,0.2558332,1.4,,,,
3372868164,2016-04-05,1789,4460,248,0.217544,1.33,,,,
3372868164,2016-04-06,2010,6406,384,0.3199999,1.49,,,,
3372868164,2016-04-07,2041,7392,392,0.32666665,1.51,,,,
3372868164,2016-04-08,1816,5551,282,0.261111111111111,1.35,,,,
3372868164,2016-04-09,2061,8827,429,0.420588176470588,1.53,,,,
3372868164,2016-04-10,1259,4626,224,0.311111166666667,1.5,,,,
3372868164,2016-04-11,,,,,,,,,
3372868164,2016-04-12,1787,4747,280,0.259259222222222,1.33,,,,
3372868164,2016-04-13,2092,9715,435,0.426470647058824,1.55,,,,
3372868164,2016-04-14,2065,8844,438,0.3650001,1.53,,,,
3372868164,2016-04-15,1909,7451,335,0.372222066666667,1.42,,,,
3372868164,2016-04-16,1908,6905,356,0.349019705882353,1.42,,,,
3372868164,2016-04-17,1966,8199,359,0.284920619047619,1.46,,,,
3372868164,2016-04-18,2014,6798,417,0.365789526315789,1.5,,,,
3372868164,2016-04-19,1983,7711,376,0.329824578947368,1.47,,,,
3372868164,2016-04-20,1867,4880,325,0.300925777777778,1.39,,,,
3372868164,2016-04-21,2125,8857,448,0.392982368421053,1.58,,,,
3372868164,2016-04-22,1668,3843,206,0.2145833125,1.24,,,,
3372868164,2016-04-23,1996,7396,367,0.359803941176471,1.48,,,,
3372868164,2016-04-24,1919,6731,348,0.2900001,1.43,,,,
3372868164,2016-04-25,2012,5995,416,0.3466667,1.49,,,,
3372868164,2016-04-26,2056,8283,403,0.292029043478261,1.53,,,,
3372868164,2016-04-27,2095,7904,444,0.352380904761905,1.56,,,,
3372868164,2016-04-28,1971,5512,385,0.337719421052632,1.46,,,,
3372868164,2016-04-29,2044,9135,402,0.352631684210526,1.52,,,,
3372868164,2016-04-30,1945,5250,359,0.314912315789474,1.45,,,,
3372868164,2016-05-01,1167,2901,160,0.205128307692308,1.3,,,,
3372868164,2016-05-02,,,,,,,,,
3372868164,2016-05-03,,,,,,,,,
3372868164,2016-05-04,,,,,,,,,
3372868164,2016-05-05,,,,,,,,,
3372868164,2016-05-06,,,,,,,,,
3372868164,2016-05-07,,,,,,,,,
3372868164,2016-05-08,,,,,,,,,
3372868164,2016-05-09,,,,,,,,,
3372868164,2016-05-10,,,,,,,,,
3372868164,2016-05-11,,,,,,,,,
3372868164,2016-05-12,,,,,,,,,
3977333714,2016-03-12,1360,8193,239,0.442592444444444,1.35,,,,
3977333714,2016-03-13,1350,6062,198,0.183333277777778,1.34,304,5,166,475
3977333714,2016-03-14,1212,2907,126,0.116666666666667,1.2,303,1,117,421
3977333714,2016-03-15,1675,13823,470,0.435185222222222,1.66,257,0,130,387
3977333714,2016-03-16,1762,16441,522,0.435,1.74,208,1,112,321
3977333714,2016-03-17,1597,12218,386,0.428888933333333,1.58,356,4,121,481
3977333714,2016-03-18,1540,11239,365,0.380208375,1.52,,,,
3977333714,2016-03-19,1155,2370,91,0.168518666666667,1.14,,,,
3977333714,2016-03-20,1008,,,,1.0,,,,
3977333714,2016-03-21,1008,,,,1.0,,,,
3977333714,2016-03-22,1008,,,,1.0,,,,
3977333714,2016-03-23,1008,,,,1.0,,,,
3977333714,2016-03-24,1008,,,,1.0,,,,
3977333714,2016-03-25,1008,,,,1.0,,,,
3977333714,2016-03-26,1008,,,,1.0,,,,
3977333714,2016-03-27,1008,,,,1.0,,,,
3977333714,2016-03-28,1008,,,,1.0,,,,
3977333714,2016-03-29,1008,,,,1.0,,,,
3977333714,2016-03-30,1008,,,,1.0,,,,
3977333714,2016-03-31,1076,1104,41,0.1366668,1.07,,,,
3977333714,2016-04-01,1286,4499,168,0.155555611111111,1.27,297,2,131,430
3977333714,2016-04-02,1490,7618,314,0.275438473684211,1.47,199,2,89,290
3977333714,2016-04-03,1628,11508,413,0.362280736842105,1.61,222,8,129,359
3977333714,2016-04-04,1646,11943,431,0.378070263157895,1.63,205,1,168,374
3977333714,2016-04-05,1649,12303,433,0.45104175,1.63,378,2,106,486
3977333714,2016-04-06,1783,15425,493,0.5135418125,1.76,296,0,130,426
3977333714,2016-04-07,1430,8422,301,0.278703833333333,1.41,221,9,175,405
3977333714,2016-04-08,1522,10226,376,0.368627529411765,1.51,305,2,173,480
3977333714,2016-04-09,1695,14581,431,0.378070157894737,1.68,273,4,141,418
3977333714,2016-04-10,1228,3470,160,0.1333334,1.22,293,0,159,452
3977333714,2016-04-11,1221,3052,134,0.131372529411765,1.21,282,7,126,415
3977333714,2016-04-12,1614,9609,317,0.2935185,1.43,274,13,182,469
3977333714,2016-04-13,1492,10035,338,0.28166675,1.48,295,6,155,456
3977333714,2016-04-14,1432,7641,275,0.2864583125,1.42,291,5,101,397
3977333714,2016-04-15,1469,9010,312,0.288888944444444,1.45,424,2,130,556
3977333714,2016-04-16,1624,13459,412,0.403921470588235,1.61,283,0,227,510
3977333714,2016-04-17,1529,10415,354,0.368750125,1.51,381,4,181,566
3977333714,2016-04-18,1583,11663,416,0.407843117647059,1.57,412,3,107,522
3977333714,2016-04-19,1632,12257,412,0.403921529411765,1.61,219,4,172,395
3977333714,2016-04-20,1553,11658,366,0.406666733333333,1.54,152,7,172,331
3977333714,2016-04-21,1394,6072,242,0.2016667,1.38,332,4,150,486
3977333714,2016-04-22,1482,8911,311,0.287962944444444,1.46,355,1,120,476
3977333714,2016-04-23,1637,12058,436,0.382456157894737,1.62,235,1,136,372
3977333714,2016-04-24,1654,14112,409,0.4260418125,1.64,310,2,214,526
3977333714,2016-04-25,1564,11168,301,0.313541625,1.55,262,4,201,467
3977333714,2016-04-26,1552,11388,381,0.352777833333333,1.53,250,2,119,371
3977333714,2016-04-27,1376,7193,196,0.192156882352941,1.36,349,5,186,540
3977333714,2016-04-28,1404,7114,251,0.220175421052632,1.39,261,7,155,423
3977333714,2016-04-29,1543,10645,322,0.282456157894737,1.53,333,0,145,478
3977333714,2016-04-30,1650,13238,427,0.338888857142857,1.63,284,4,176,464
3977333714,2016-05-01,1500,10414,327,0.3406251875,1.48,336,6,202,544
3977333714,2016-05-02,1761,16520,534,0.445,1.74,230,8,146,384
3977333714,2016-05-03,1707,14335,481,0.471568705882353,1.69,292,8,200,500
3977333714,2016-05-04,1620,13373,376,0.31333325,1.6,213,3,120,336
3977333714,2016-05-05,1617,12312,396,0.347368421052632,1.6,318,2,160,480
3977333714,2016-05-06,1587,11677,365,0.380208375,1.57,323,6,183,512
3977333714,2016-05-07,1572,11550,380,0.333333368421053,1.56,237,1,205,443
3977333714,2016-05-08,1633,13585,430,0.421568647058824,1.61,259,0,197,456
3977333714,2016-05-09,1658,14513,419,0.498809428571429,1.64,,,,
3977333714,2016-05-10,1627,13072,429,0.476666733333333,1.61,312,5,135,452
3977333714,2016-05-11,,,,,,,,,
3977333714,2016-05-12,,,,,,,,,
4020332650,2016-03-12,2991,5543,254,0.222807052631579,1.51,384,10,35,429
4020332650,2016-03-13,2484,3186,136,0.174359,1.25,505,8,20,533
4020332650,2016-03-14,2565,2997,145,0.161111066666667,1.29,265,1,24,290
4020332650,2016-03-15,3015,5871,235,0.1958333,1.52,331,5,5,341
4020332650,2016-03-16,3825,12422,412,0.3814815,1.93,459,5,29,493
4020332650,2016-03-17,2157,919,47,0.0783334,1.09,374,2,31,407
4020332650,2016-03-18,1992,,,,1.0,,,,
4020332650,2016-03-19,1992,,,,1.0,,,,
4020332650,2016-03-20,1992,,,,1.0,,,,
